enderecos,lon,lat,endereco_completo
"PRACA DR GUIDO MAESTRELLO NUM 65/75 - CENTRO, Santa Rosa de Viterbo - SP, 14270-000",-47.3620022,-21.4761811,"PRACA DR GUIDO MAESTRELLO NUM 65/75 - CENTRO, Santa Rosa de Viterbo - SP, 14270-000"
"AVENIDA RIO BRANCO, 79 - CENTRO, Santa Rosa de Viterbo - SP, 14270-000",-47.3623054,-21.4764478,"AVENIDA RIO BRANCO, 79 - CENTRO, Santa Rosa de Viterbo - SP, 14270-000"
"RUA CORONEL GARCIA, 147 - CENTRO, Santa Rosa de Viterbo - SP, 14270-000",-47.3624448,-21.475013,"RUA CORONEL GARCIA, 147 - CENTRO, Santa Rosa de Viterbo - SP, 14270-000"
"R.JERONIMO VERVLOET,178 - CENTRO, Santa Teresa - ES, 29650-000",-40.6001863,-19.9336278,"R.JERONIMO VERVLOET,178 - CENTRO, Santa Teresa - ES, 29650-000"
"RUA RICARDO PASOLINI, NUM 63 - CENTRO, Santa Teresa - ES, 29650-000",-40.5997452,-19.9308167,"RUA RICARDO PASOLINI, NUM 63 - CENTRO, Santa Teresa - ES, 29650-000"
"AV GETULIO VARGAS 146 - CENTRO, Santa Teresa - ES, 29650-000",-40.601377,-19.934548,"AV GETULIO VARGAS 146 - CENTRO, Santa Teresa - ES, 29650-000"
"RUA JERONIMO VERVLOET, 98 - CENTRO, Santa Teresa - ES, 29650-000",-40.6001752,-19.9328715,"RUA JERONIMO VERVLOET, 98 - CENTRO, Santa Teresa - ES, 29650-000"
"RUA PASTOR ÁLVARO QD34 LT04 - SETOR CENTRAL, Santa Terezinha de Goiás - GO, 76500-000",-49.7133755,-14.4330103,"RUA PASTOR ÁLVARO QD34 LT04 - SETOR CENTRAL, Santa Terezinha de Goiás - GO, 76500-000"
"AVENIDA DONA DITA - QUADRA A, LOTE 7 - CENTRO, Santa Terezinha de Goiás - GO, 76500-000",-49.6992392,-14.4424386,"AVENIDA DONA DITA - QUADRA A, LOTE 7 - CENTRO, Santa Terezinha de Goiás - GO, 76500-000"
"AV. DONA DITA, 277 - CENTRO, Santa Terezinha de Goiás - GO, 76500-000",-49.7141795,-14.4336609,"AV. DONA DITA, 277 - CENTRO, Santa Terezinha de Goiás - GO, 76500-000"
"R.PRIMEIRO DE MAIO,393 - CENTRO, Santa Terezinha de Itaipu - PR, 85875-000",-54.4025048,-25.4417412,"R.PRIMEIRO DE MAIO,393 - CENTRO, Santa Terezinha de Itaipu - PR, 85875-000"
"RUA 1. DE MAIO, 161 - CENTRO, Santa Terezinha de Itaipu - PR, 85875-000",-54.4053602,-25.4360836,"RUA 1. DE MAIO, 161 - CENTRO, Santa Terezinha de Itaipu - PR, 85875-000"
"R.JANIO QUADROS,47 - CENTRO, Santa Vitória - MG, 38320-000",-50.1258818,-18.8426885,"R.JANIO QUADROS,47 - CENTRO, Santa Vitória - MG, 38320-000"
"AVENIDA REINALDO F. MORAES, NUM 1151 - CENTRO, Santa Vitória - MG, 38320-000",-50.1281626,-18.8475378,"AVENIDA REINALDO F. MORAES, NUM 1151 - CENTRO, Santa Vitória - MG, 38320-000"
"R.SETE DE SETEMBRO,1714 - CENTRO, Santa Vitória do Palmar - RS, 96230-000",-53.3675978,-33.5205536,"R.SETE DE SETEMBRO,1714 - CENTRO, Santa Vitória do Palmar - RS, 96230-000"
"RUA CONDE DE PORTO ALEGRE, NUM 436 - CENTRO, Santa Vitória do Palmar - RS, 96230-000",-53.3636487,-33.5212245,"RUA CONDE DE PORTO ALEGRE, NUM 436 - CENTRO, Santa Vitória do Palmar - RS, 96230-000"
"RUA CONDE DE PORTO ALEGRE, 412 - CENTRO, Santa Vitória do Palmar - RS, 96230-000",-53.3634307,-33.521348,"RUA CONDE DE PORTO ALEGRE, 412 - CENTRO, Santa Vitória do Palmar - RS, 96230-000"
"AV.NILTON OLIVEIRA SANTOS,20 - CENTRO, Santaluz - BA, 48880-000",-39.3735338,-11.2619381,"AV.NILTON OLIVEIRA SANTOS,20 - CENTRO, Santaluz - BA, 48880-000"
"AVENIDA NILTON OLIVEIRA SANTOS, NUM S/N - CENTRO, Santaluz - BA, 48880-000",-39.3740719,-11.2592983,"AVENIDA NILTON OLIVEIRA SANTOS, NUM S/N - CENTRO, Santaluz - BA, 48880-000"
"RUA RIO BRANCO, 199 - CENTRO, Santaluz - BA, 48880-000",-39.3773211,-11.2545577,"RUA RIO BRANCO, 199 - CENTRO, Santaluz - BA, 48880-000"
"AV.CASTELO BRANCO,755 - AREA COMERCIAL, Santana - AP, 68925-000",-51.1783667,-0.0464082,"AV.CASTELO BRANCO,755 - AREA COMERCIAL, Santana - AP, 68925-000"
"PCA.DA BANDEIRA,S/N - CENTRO, Santana - BA, 47700-000",-44.049978,-12.9840698,"PCA.DA BANDEIRA,S/N - CENTRO, Santana - BA, 47700-000"
"RUA PEDRO SALVADOR DINIZ, 805 - CENTRAL, Santana - AP, 68925-180",-51.1714942,-0.0432701,"RUA PEDRO SALVADOR DINIZ, 805 - CENTRAL, Santana - AP, 68925-180"
"PRACA DA BANDEIRA, NUM 339 - CENTRO, Santana - BA, 47700-000",-44.049181,-12.9842959,"PRACA DA BANDEIRA, NUM 339 - CENTRO, Santana - BA, 47700-000"
"RUA ADALVARO CAVALCANTE, 1426 - CENTRO, Santana - AP, 68925-000",-51.1708997,-0.0400681,"RUA ADALVARO CAVALCANTE, 1426 - CENTRO, Santana - AP, 68925-000"
"AV. SANTANA, 1138 - CENTRO, Santana - AP, 68925-000",-51.178924,-0.0466429,"AV. SANTANA, 1138 - CENTRO, Santana - AP, 68925-000"
"AV. SANTANA, 1170 - COMERCIAL, Santana - AP, 68925-076",-51.1789861,-0.0463126,"AV. SANTANA, 1170 - COMERCIAL, Santana - AP, 68925-076"
"RUA JOSE BONIFACIO, 51 - CENTRO, Santana - BA, 47700-000",-44.0503686,-12.9818737,"RUA JOSE BONIFACIO, 51 - CENTRO, Santana - BA, 47700-000"
"R PEDRO SALVADOR DINIZ, 256 - CENTRAL, Santana - AP, 68925-180",-51.176104,-0.04338,"R PEDRO SALVADOR DINIZ, 256 - CENTRAL, Santana - AP, 68925-180"
"AV. SANTANA, 657 - CENTRO, Santana da Ponte Pensa - SP, 15765-000",-50.8043971,-20.2525895,"AV. SANTANA, 657 - CENTRO, Santana da Ponte Pensa - SP, 15765-000"
"PCA.PE.JOAO MACIEL NEIVA,56 - CENTRO, Santana da Vargem - MG, 37195-000",-45.507135,-21.249729,"PCA.PE.JOAO MACIEL NEIVA,56 - CENTRO, Santana da Vargem - MG, 37195-000"
"RUA QUINZE DE NOVEMBRO, 605 - CENTRO, Santana de Parnaíba - SP, 06501-970",-46.9171836,-23.4446392,"RUA QUINZE DE NOVEMBRO, 605 - CENTRO, Santana de Parnaíba - SP, 06501-970"
"AVENIDA TENENTE MARQUES NUM 4704 - CHACARA DO SOLAR I (FAZENDINHA, Santana de Parnaíba - SP, 06530-001",-46.8895277,-23.4072714,"AVENIDA TENENTE MARQUES NUM 4704 - CHACARA DO SOLAR I (FAZENDINHA, Santana de Parnaíba - SP, 06530-001"
"CALÇADA ANTARES, Nº 224 - ALPHAVILLE, Santana de Parnaíba - SP, 06541-065",-46.8781062,-23.4629962,"CALÇADA ANTARES, Nº 224 - ALPHAVILLE, Santana de Parnaíba - SP, 06541-065"
"AV. DR. YOJIRO TAKAOKA, 4564 - CENTRO, Santana de Parnaíba - SP, 06515-065",-46.872794,-23.4635028,"AV. DR. YOJIRO TAKAOKA, 4564 - CENTRO, Santana de Parnaíba - SP, 06515-065"
"ESTRADA DOS ROMEIROS, 11 - CENTRO, Santana de Parnaíba - SP, 06501-001",-46.9173542,-23.4437824,"ESTRADA DOS ROMEIROS, 11 - CENTRO, Santana de Parnaíba - SP, 06501-001"
"AV YOJIRO TAKAOKA, Nº 4492 - ALPHAVILLE, Santana de Parnaíba - SP, 06541-038",-46.8720365,-23.4637663,"AV YOJIRO TAKAOKA, Nº 4492 - ALPHAVILLE, Santana de Parnaíba - SP, 06541-038"
"LARGO SAO BENTO, 22 - CENTRO, Santana de Parnaíba - SP, 06501-090",-46.9169941,-23.4449106,"LARGO SAO BENTO, 22 - CENTRO, Santana de Parnaíba - SP, 06501-090"
"ESTRADA TENENTE MARQUES,, 5201 - FAZENDINHA, Santana de Parnaíba - SP, 06530-001",-46.8904137,-23.406588,"ESTRADA TENENTE MARQUES,, 5201 - FAZENDINHA, Santana de Parnaíba - SP, 06530-001"
"AV.DR.YOJIRO - CENTRO, Santana de Parnaíba - SP, 65000-000",-46.8724818,-23.4639305,"AV.DR.YOJIRO - CENTRO, Santana de Parnaíba - SP, 65000-000"
"AV. DOUTOR YOJIRO TAKAOKA, 4666, LOTE 2 - CENTRO DE APOIO 1, Santana de Parnaíba - SP, 06541-070",-46.8737966,-23.4633117,"AV. DOUTOR YOJIRO TAKAOKA, 4666, LOTE 2 - CENTRO DE APOIO 1, Santana de Parnaíba - SP, 06541-070"
"RUA SUZANA DIAS, 369 - CENTRO, Santana de Parnaíba - SP, 06500-000",-46.9144831,-23.4451381,"RUA SUZANA DIAS, 369 - CENTRO, Santana de Parnaíba - SP, 06500-000"
"EST.TENENTE MARQUES, 4886 - CHACARA DO SOLAR I, Santana de Parnaíba - SP, 06530-001",-46.8877567,-23.4066825,"EST.TENENTE MARQUES, 4886 - CHACARA DO SOLAR I, Santana de Parnaíba - SP, 06530-001"
"AVENIDA DR. YOJIRO TAKAOKA, 4736 - ALPHAVILLE, Santana de Parnaíba - SP, 06541-038",-46.8743848,-23.4629271,"AVENIDA DR. YOJIRO TAKAOKA, 4736 - ALPHAVILLE, Santana de Parnaíba - SP, 06541-038"
"AV DAS NUVENS, 43 - ALDEIA DA SERRA, Santana de Parnaíba - SP, 06519-225",-46.965359,-23.4959336,"AV DAS NUVENS, 43 - ALDEIA DA SERRA, Santana de Parnaíba - SP, 06519-225"
"RUA SÃO JOSÉ, 160 - CENTRO, Santana de Pirapama - MG, 35785-000",-44.0416138,-19.007046,"RUA SÃO JOSÉ, 160 - CENTRO, Santana de Pirapama - MG, 35785-000"
"R.JOSE MARIANO,60 - CENTRO, Santana do Acaraú - CE, 62150-000",-40.2098283,-3.4611527,"R.JOSE MARIANO,60 - CENTRO, Santana do Acaraú - CE, 62150-000"
"R.JOSE MENDONCA,263 - CENTRO, Santana do Araguaia - PA, 68560-000",-50.337915,-9.337846,"R.JOSE MENDONCA,263 - CENTRO, Santana do Araguaia - PA, 68560-000"
"AVENIDA ZECA ABREU S/N, 0 - CENTRO, Santana do Araguaia - PA, 68560-000",-50.3409346,-9.3334064,"AVENIDA ZECA ABREU S/N, 0 - CENTRO, Santana do Araguaia - PA, 68560-000"
"RUA ADÃO FRANCO, 15 - CENTRO, Santana do Araguaia - PA, 68560-000",-50.3398674,-9.3361225,"RUA ADÃO FRANCO, 15 - CENTRO, Santana do Araguaia - PA, 68560-000"
"R JOSE MENDONCA - CENTRAL, Santana do Araguaia - PA, 68560-000",-50.3405362,-9.3386553,"R JOSE MENDONCA - CENTRAL, Santana do Araguaia - PA, 68560-000"
"RUA DEPUTADO FURTADO LEITE, 461 - CENTRO, Santana do Cariri - CE, 63190-000",-39.737439,-7.1855552,"RUA DEPUTADO FURTADO LEITE, 461 - CENTRO, Santana do Cariri - CE, 63190-000"
"AV.DR.ARSENIO MOREIRA,382 - MONUMENTO, Santana do Ipanema - AL, 57500-000",-37.2407732,-9.3715443,"AV.DR.ARSENIO MOREIRA,382 - MONUMENTO, Santana do Ipanema - AL, 57500-000"
"RUA ARSENIO MOREIRA, NUM 70 - MONUMENTO, Santana do Ipanema - AL, 57500-000",-37.2407732,-9.3715443,"RUA ARSENIO MOREIRA, NUM 70 - MONUMENTO, Santana do Ipanema - AL, 57500-000"
"PRACA SEN ENEAS ARAUJO, 38 - CENTRO, Santana do Ipanema - AL, 57500-000",-37.2464905,-9.3728848,"PRACA SEN ENEAS ARAUJO, 38 - CENTRO, Santana do Ipanema - AL, 57500-000"
"RUA CORONEL LUCENA MARANHAO, 204 - CENTRO, Santana do Ipanema - AL, 57500-000",-37.2559619,-9.3764872,"RUA CORONEL LUCENA MARANHAO, 204 - CENTRO, Santana do Ipanema - AL, 57500-000"
"PRACA JOAO ALVES DUCA, NUM 186 - CENTRO, Santana do Jacaré - MG, 37278-000",-45.1309126,-20.8994197,"PRACA JOAO ALVES DUCA, NUM 186 - CENTRO, Santana do Jacaré - MG, 37278-000"
"PRAÇA DA MATRIZ, 44 - CENTRO, Santana do Paraíso - MG, 35167-000",-42.5497154,-19.3651284,"PRAÇA DA MATRIZ, 44 - CENTRO, Santana do Paraíso - MG, 35167-000"
"AV CASTELO BRANCO, S/N - CENTRO, Santar�m - PA, 68129-000",-54.7056546,-2.4404461,"AV CASTELO BRANCO, S/N - CENTRO, Santar�m - PA, 68129-000"
"AV.RUI BARBOSA,794 - CENTRO, Santarém - PA, 68005-080",-54.7140516,-2.4197969,"AV.RUI BARBOSA,794 - CENTRO, Santarém - PA, 68005-080"
"AV.CUIABA,977 - SALE, Santarém - PA, 68040-400",-54.731844,-2.4410347,"AV.CUIABA,977 - SALE, Santarém - PA, 68040-400"
"R.SIQUEIRA CAMPOS,565 - CENTRO, Santarém - PA, 68005-020",-54.715933,-2.418116,"R.SIQUEIRA CAMPOS,565 - CENTRO, Santarém - PA, 68005-020"
"AVENIDA TAPAJOS, NUM 145 - CENTRO, Santarém - PA, 68005-000",-54.7276821,-2.4191708,"AVENIDA TAPAJOS, NUM 145 - CENTRO, Santarém - PA, 68005-000"
"AVENIDA BORGES LEAL, NUM 2908 - APARECIDA, Santarém - PA, 68040-075",-54.7258092,-2.4304937,"AVENIDA BORGES LEAL, NUM 2908 - APARECIDA, Santarém - PA, 68040-075"
"AVENIDA MARECHAL RONDON, NUM 1096 - SANTA CLARA, Santarém - PA, 68005-095",-54.712039,-2.4255814,"AVENIDA MARECHAL RONDON, NUM 1096 - SANTA CLARA, Santarém - PA, 68005-095"
"PRACA BARAO DE SANTAREM, 75 - CENTRO, Santarém - PA, 68005-530",-54.7079443,-2.4193868,"PRACA BARAO DE SANTAREM, 75 - CENTRO, Santarém - PA, 68005-530"
"TV 15 DE NOVEMBRO, 196 - CENTRO, Santarém - PA, 68005-290",-54.7129182,-2.4177465,"TV 15 DE NOVEMBRO, 196 - CENTRO, Santarém - PA, 68005-290"
"TRAV. 15 DE NOVEMBRO, 196 - CENTRO, Santarém - PA, 68005-290",-54.7129182,-2.4177465,"TRAV. 15 DE NOVEMBRO, 196 - CENTRO, Santarém - PA, 68005-290"
"AV. RUI BARBOSA 726 - CENTRO, Santarém - PA, 68005-080",-54.7132705,-2.4194503,"AV. RUI BARBOSA 726 - CENTRO, Santarém - PA, 68005-080"
"AVENIDA MENDONÇA FURTADO, 1969 - APARECIDA, Santarém - PA, 68040-568",-54.7201742,-2.4243996,"AVENIDA MENDONÇA FURTADO, 1969 - APARECIDA, Santarém - PA, 68040-568"
"AV. RUI BARBOSA, 756 - CENTRO, Santarém - PA, 68005-080",-54.7135381,-2.4196874,"AV. RUI BARBOSA, 756 - CENTRO, Santarém - PA, 68005-080"
"AV.MENDONCA FURTADO, 3745 - ALDEIA, Santarém - PA, 68040-050",-54.73476,-2.4273123,"AV.MENDONCA FURTADO, 3745 - ALDEIA, Santarém - PA, 68040-050"
"AVENIDA RUI BARBOSA, 493 - CENTRO, Santarém - PA, 68005-080",-54.712122,-2.419682,"AVENIDA RUI BARBOSA, 493 - CENTRO, Santarém - PA, 68005-080"
"AVENIDA RUI BARBOSA, 607 - CENTRO, Santarém - PA, 68005-080",-54.7120415,-2.4196599,"AVENIDA RUI BARBOSA, 607 - CENTRO, Santarém - PA, 68005-080"
"R.PINHEIRO MACHADO,2264 - CENTRO, Santiago - RS, 97700-000",-54.8674922,-29.193618,"R.PINHEIRO MACHADO,2264 - CENTRO, Santiago - RS, 97700-000"
"AVENIDA GETULIO VARGAS, NUM 2095 - CENTRO, Santiago - RS, 97700-000",-54.8664283,-29.1924044,"AVENIDA GETULIO VARGAS, NUM 2095 - CENTRO, Santiago - RS, 97700-000"
"AVENIDA JÚLIO DE CASTILHO 527 - CENTRO, Santiago - RS, 97700-000",-54.870305,-29.1937209,"AVENIDA JÚLIO DE CASTILHO 527 - CENTRO, Santiago - RS, 97700-000"
"AV. GETULIO VARGAS, 1973 - CENTRO, Santiago - RS, 97700-000",-54.8673198,-29.1917471,"AV. GETULIO VARGAS, 1973 - CENTRO, Santiago - RS, 97700-000"
"AV. TITO BECON, 1704 - CENTRO, Santiago - RS, 97700-000",-54.8662417,-29.1906594,"AV. TITO BECON, 1704 - CENTRO, Santiago - RS, 97700-000"
"RUA VENANCIO AIRES, 959 - CENTRO, Santiago - RS, 97700-000",-54.8672189,-29.1910826,"RUA VENANCIO AIRES, 959 - CENTRO, Santiago - RS, 97700-000"
"PCA.BATISTA MARQUES,6 - CENTRO, Santo Amaro - BA, 44200-000",-38.6750702,-12.6235965,"PCA.BATISTA MARQUES,6 - CENTRO, Santo Amaro - BA, 44200-000"
"PRACA BATISTA MARQUES, NUM 10 - CENTRO, Santo Amaro - BA, 44200-000",-38.706339,-12.551626,"PRACA BATISTA MARQUES, NUM 10 - CENTRO, Santo Amaro - BA, 44200-000"
"AV. IMPERADOR, 63 - CENTRO, Santo Amaro - BA, 44200-000",-38.7050069,-12.5530541,"AV. IMPERADOR, 63 - CENTRO, Santo Amaro - BA, 44200-000"
"RUA COM SAMPAIO, 7 - CENTRO, Santo Amaro - BA, 44200-000",-38.705864,-12.552773,"RUA COM SAMPAIO, 7 - CENTRO, Santo Amaro - BA, 44200-000"
"PRAÇA COMENDADOR SAMPAIO, 2 E 4 - CENTRO, Santo Amaro - BA, 44200-000",-38.7053964,-12.5525631,"PRAÇA COMENDADOR SAMPAIO, 2 E 4 - CENTRO, Santo Amaro - BA, 44200-000"
"R.PREF.JOSE KEHRIG,5501 - CENTRO, Santo Amaro da Imperatriz - SC, 88140-000",-48.7767787,-27.6865907,"R.PREF.JOSE KEHRIG,5501 - CENTRO, Santo Amaro da Imperatriz - SC, 88140-000"
"RUA PREFEITO JOSE KHERIG, NUM 5340 - CENTRO, Santo Amaro da Imperatriz - SC, 88140-000",-48.776539,-27.6852971,"RUA PREFEITO JOSE KHERIG, NUM 5340 - CENTRO, Santo Amaro da Imperatriz - SC, 88140-000"
"RUA PREFEITO JOSE KOERING, 5562 - CENTRO, Santo Amaro da Imperatriz - SC, 88140-000",-48.7773146,-27.6872783,"RUA PREFEITO JOSE KOERING, 5562 - CENTRO, Santo Amaro da Imperatriz - SC, 88140-000"
"PRACA CEL. JACINTO RIBEIRO, 295 - CENTRO, Santo Amaro das Brotas - SE, 49180-000",-37.0567665,-10.7896598,"PRACA CEL. JACINTO RIBEIRO, 295 - CENTRO, Santo Amaro das Brotas - SE, 49180-000"
"RUA OSVALDO CRUZ,305 - CENTRO, Santo Anastácio - SP, 19360-000",-51.6526431,-21.9719933,"RUA OSVALDO CRUZ,305 - CENTRO, Santo Anastácio - SP, 19360-000"
"RUA RUI BARBOSA, NUM 589 - CENTRO, Santo Anastácio - SP, 19360-000",-51.6519297,-21.9739675,"RUA RUI BARBOSA, NUM 589 - CENTRO, Santo Anastácio - SP, 19360-000"
"PCA. ATALIBA LEONEL, 46 - CENTRO, Santo Anastácio - SP, 19360-000",-51.652801,-21.972146,"PCA. ATALIBA LEONEL, 46 - CENTRO, Santo Anastácio - SP, 19360-000"
"PRACA ATALIBA LEONEL 222 - CENTRO, Santo Anastácio - SP, 19360-000",-51.652801,-21.972146,"PRACA ATALIBA LEONEL 222 - CENTRO, Santo Anastácio - SP, 19360-000"
"AV. JOSE BONIFACIO, 334 - CENTRO, Santo Anastácio - SP, 19360-000",-51.6525415,-21.9712271,"AV. JOSE BONIFACIO, 334 - CENTRO, Santo Anastácio - SP, 19360-000"
"R.SEN.FLAQUER,140 - CENTRO, Santo André - SP, 09010-160",-46.5261672,-23.6603891,"R.SEN.FLAQUER,140 - CENTRO, Santo André - SP, 09010-160"
"R.ORATORIO,1577 - PQ.DAS NACOES, Santo André - SP, 09280-000",-46.5182301,-23.6377489,"R.ORATORIO,1577 - PQ.DAS NACOES, Santo André - SP, 09280-000"
"AV.DOM PEDRO PRIMEIRO,877 - V.AMERICA, Santo André - SP, 09110-001",-46.513216,-23.6723411,"AV.DOM PEDRO PRIMEIRO,877 - V.AMERICA, Santo André - SP, 09110-001"
"R.MONTE CASSEROS,265 - CENTRO, Santo André - SP, 09015-020",-46.5292206,-23.656201,"R.MONTE CASSEROS,265 - CENTRO, Santo André - SP, 09015-020"
"AV PORTUGAL, 1374 - CENTRO, Santo André - SP, 09041-320",-46.5357811,-23.667163,"AV PORTUGAL, 1374 - CENTRO, Santo André - SP, 09041-320"
"AV.DOM PEDRO SEGUNDO,288 - BAIRRO JARDIM, Santo André - SP, 09080-000",-46.5333903,-23.6526911,"AV.DOM PEDRO SEGUNDO,288 - BAIRRO JARDIM, Santo André - SP, 09080-000"
"AV.DOM PEDRO SEGUNDO,490 - BAIRRO JARDIM, Santo André - SP, 09080-000",-46.5342784,-23.6511249,"AV.DOM PEDRO SEGUNDO,490 - BAIRRO JARDIM, Santo André - SP, 09080-000"
"R.GENERAL GLICERIO,419 - CENTRO, Santo André - SP, 09015-190",-46.5253337,-23.6557381,"R.GENERAL GLICERIO,419 - CENTRO, Santo André - SP, 09015-190"
"R.SEN.FLAQUER,179 - CENTRO, Santo André - SP, 09010-160",-46.525811,-23.6605025,"R.SEN.FLAQUER,179 - CENTRO, Santo André - SP, 09010-160"
"R GENERAL GLICERIO, 419 - CENTRO, Santo André - SP, 09015-190",-46.5253337,-23.6557381,"R GENERAL GLICERIO, 419 - CENTRO, Santo André - SP, 09015-190"
"AV.PORTUGAL,519 - CENTRO, Santo André - SP, 09041-321",-46.5318309,-23.6605795,"AV.PORTUGAL,519 - CENTRO, Santo André - SP, 09041-321"
"RUA LUIS PINTO FLAQUER, NUM 432 - CENTRO, Santo André - SP, 09010-090",-46.5263037,-23.6582383,"RUA LUIS PINTO FLAQUER, NUM 432 - CENTRO, Santo André - SP, 09010-090"
"AVENIDA UTINGA, NUM 1188 - UTINGA, Santo André - SP, 09220-611",-46.5367613,-23.6229819,"AVENIDA UTINGA, NUM 1188 - UTINGA, Santo André - SP, 09220-611"
"AVENIDA INDUSTRIAL, NUM 600 - JARDIM, Santo André - SP, 09080-500",-46.5338646,-23.6467785,"AVENIDA INDUSTRIAL, NUM 600 - JARDIM, Santo André - SP, 09080-500"
"RUA SENADOR FLAQUER, NUM 277 - CENTRO, Santo André - SP, 09010-160",-46.5249995,-23.6610755,"RUA SENADOR FLAQUER, NUM 277 - CENTRO, Santo André - SP, 09010-160"
"AVENIDA PEREIRA BARRETO NUM 1286 - PARAISO, Santo André - SP, 09190-210",-46.5382059,-23.6781047,"AVENIDA PEREIRA BARRETO NUM 1286 - PARAISO, Santo André - SP, 09190-210"
"AVENIDA ITAMARATI NUM 947 - VILA CURUCA, Santo André - SP, 09290-730",-46.5147954,-23.6469401,"AVENIDA ITAMARATI NUM 947 - VILA CURUCA, Santo André - SP, 09290-730"
"RUA CARIJOS NUM 1665 - VILA LINDA, Santo André - SP, 09180-001",-46.521652,-23.6851898,"RUA CARIJOS NUM 1665 - VILA LINDA, Santo André - SP, 09180-001"
"AVENIDA PORTUGAL NUM 1352 - CENTRO, Santo André - SP, 09041-320",-46.5355392,-23.6670254,"AVENIDA PORTUGAL NUM 1352 - CENTRO, Santo André - SP, 09041-320"
"AVENIDA DOM PEDRO I, NUM 657 - VILA PIRES, Santo André - SP, 09110-001",-46.5135926,-23.6703917,"AVENIDA DOM PEDRO I, NUM 657 - VILA PIRES, Santo André - SP, 09110-001"
"AVENIDA MARTIM FRANCISCO, NUM 40 - VILA ALTO DE SANTO ANDRE, Santo André - SP, 09230-700",-46.5140027,-23.6349354,"AVENIDA MARTIM FRANCISCO, NUM 40 - VILA ALTO DE SANTO ANDRE, Santo André - SP, 09230-700"
"AVENIDA DOM PEDRO II, NUM 899 - JARDIM, Santo André - SP, 09080-110",-46.5368862,-23.6481699,"AVENIDA DOM PEDRO II, NUM 899 - JARDIM, Santo André - SP, 09080-110"
"AV DOM PEDRO I,, 3700 - VILA LUZITA, Santo André - SP, 09132-032",-46.5055986,-23.6961487,"AV DOM PEDRO I,, 3700 - VILA LUZITA, Santo André - SP, 09132-032"
"RUA DAS HORTENCIAS, NUM 673 - JARDIM DO ESTADIO, Santo André - SP, 09175-500",-46.5163961,-23.6824148,"RUA DAS HORTENCIAS, NUM 673 - JARDIM DO ESTADIO, Santo André - SP, 09175-500"
"RUA CAUCASO NUM 809 - PARQUE NOVO ORATORIO, Santo André - SP, 09260-010",-46.5017001,-23.6342221,"RUA CAUCASO NUM 809 - PARQUE NOVO ORATORIO, Santo André - SP, 09260-010"
"R CEL ALFREDO FLAQUER, 584-586 - CENTRO, Santo André - SP, 09020-041",-46.5242365,-23.6643395,"R CEL ALFREDO FLAQUER, 584-586 - CENTRO, Santo André - SP, 09020-041"
"RUA SENADOR FLAQUER - CENTRO, Santo André - SP, 09010-160",-46.5240192,-23.6621128,"RUA SENADOR FLAQUER - CENTRO, Santo André - SP, 09010-160"
"PÇA. DO CARMO,, 71 - CENTRO, Santo André - SP, 09010-020",-46.5256455,-23.6565402,"PÇA. DO CARMO,, 71 - CENTRO, Santo André - SP, 09010-020"
"AV. DOM PEDRO II, 121 - JARDIM, Santo André - SP, 09080-110",-46.5329304,-23.6543319,"AV. DOM PEDRO II, 121 - JARDIM, Santo André - SP, 09080-110"
"RUA SENADOR FLAQUER,304 - CENTRO, Santo André - SP, 09010-160",-46.524931,-23.661393,"RUA SENADOR FLAQUER,304 - CENTRO, Santo André - SP, 09010-160"
"RUA SENADOR FLAQUER, 240 - CENTRO, Santo André - SP, 09010-160",-46.525448,-23.6610358,"RUA SENADOR FLAQUER, 240 - CENTRO, Santo André - SP, 09010-160"
"R BERNARDINO DE CAMPOS, 65 - CENTRO, Santo André - SP, 09015-010",-46.5274885,-23.654096,"R BERNARDINO DE CAMPOS, 65 - CENTRO, Santo André - SP, 09015-010"
"R DO ORATORIO, 1726 - PARQUE DAS NACOES, Santo André - SP, 09280-000",-46.5167329,-23.6371433,"R DO ORATORIO, 1726 - PARQUE DAS NACOES, Santo André - SP, 09280-000"
"AV.D.PEDRO I - 751 - BAIRRO SILVEIRA, Santo André - SP, 09110-001",-46.5133482,-23.6712917,"AV.D.PEDRO I - 751 - BAIRRO SILVEIRA, Santo André - SP, 09110-001"
"AV. DOM PEDRO II, 368 - JARDIM, Santo André - SP, 09080-000",-46.5337293,-23.6521015,"AV. DOM PEDRO II, 368 - JARDIM, Santo André - SP, 09080-000"
"AV. DOM PEDRO II, 376 - JARDIM, Santo André - SP, 09080-000",-46.5339293,-23.6520114,"AV. DOM PEDRO II, 376 - JARDIM, Santo André - SP, 09080-000"
"RUA CORONEL ALFREDO FLAQUER, 738 - CENTRO, Santo André - SP, 09020-041",-46.5232947,-23.6654446,"RUA CORONEL ALFREDO FLAQUER, 738 - CENTRO, Santo André - SP, 09020-041"
"AV. GILDA,, 284 - VILA GILDA, Santo André - SP, 09190-510",-46.5388493,-23.6750497,"AV. GILDA,, 284 - VILA GILDA, Santo André - SP, 09190-510"
"RUA DONA GERTRUDES DE LIMA, 112 - CENTRO, Santo André - SP, 09020-000",-46.5272064,-23.6610072,"RUA DONA GERTRUDES DE LIMA, 112 - CENTRO, Santo André - SP, 09020-000"
"RUA CARIJOS, 2.165 - VILA LINDA, Santo André - SP, 09180-001",-46.522118,-23.688881,"RUA CARIJOS, 2.165 - VILA LINDA, Santo André - SP, 09180-001"
